"property_name","property_url","property_area_or_psf","property_total_price"
"Changi Village Road","https://www.srx.com.sg/listings/97194731/for-rent-changi-village-road-changi-village-road","710 sqft / $3.94 psf(Built)","$2,800"
"Changi Village Road","https://www.srx.com.sg/listings/97194741/for-rent-changi-village-road-changi-village-road","1,420 sqft / $3.66 psf(Built)","$5,200"
"East Coast Road","https://www.srx.com.sg/listings/97121441/for-rent-east-coast-road-east-coast-road","2,284 sqft / $5.25 psf(Built)","$12,000"
"Upper Cross Street","https://www.srx.com.sg/listings/95738351/for-rent-upper-cross-street-good-human-traffic-partial-hdb-shop-near-bus-sto","180 sqft / $15.56 psf(Built)","$2,800"
"Telok Ayer Street","https://www.srx.com.sg/listings/97135651/for-rent-telok-ayer-street-telok-ayer-street","2,000 sqft / $11.00 psf(Built)","$22,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/97135571/for-rent-telok-ayer-conservation-area-ann-siang-road","2,939 sqft / $7.00 psf(Built)","$20,573"
"Jalan Bukit Merah","https://www.srx.com.sg/listings/96875591/for-rent-jalan-bukit-merah-jalan-bukit-merah","750 sqft / $9.33 psf(Built)","$7,000"
"Bishan Street 11","https://www.srx.com.sg/listings/97021341/for-rent-bishan-street-11-bishan-street-11","330 sqft / $6.67 psf(Built)","$2,200"
"Aliwal Street","https://www.srx.com.sg/listings/97122251/for-rent-aliwal-street-aliwal-street","3,750 sqft / $9.33 psf(Built)","$35,000"
"Le Somme","https://www.srx.com.sg/listings/97115801/for-rent-le-somme-somme-road","355 sqft / $9.86 psf(Built)","$3,500"
"★★ BUSY Bukit Batok shop for rent - dont miss it ★★","https://www.srx.com.sg/listings/97082311/for-rent-busy-bukit-batok-shop-for-rent-dont-miss-it-busy-hdb-shophouse-for-rent-must-view","200 sqft / $35.00 psf(Built)","$7,000"
"Sago Street","https://www.srx.com.sg/listings/94859801/for-rent-sago-street-well-maintained-shophouse-for-rent","1,082 sqft / $11.09 psf(Built)","$12,000"
"South Bridge Road","https://www.srx.com.sg/listings/94859821/for-rent-south-bridge-road-230-south-bridge-road-shophouse","728 sqft / $7.97 psf(Built)","$5,800"
"Bedok North Street 3","https://www.srx.com.sg/listings/96000151/for-rent-bedok-north-street-3-ground-floor-neighbourhood-hdb-shop-for-lease-in-m","735 sqft / $6.53 psf(Built)","$4,800"
"Bishan Green","https://www.srx.com.sg/listings/97103271/for-rent-bishan-green-bishan-street-11","1,571 sqft / $5.41 psf(Built)","$8,500"
"85 kampong bahru","https://www.srx.com.sg/listings/97041781/for-rent-85-kampong-bahru-fitted-unit-for-takeover","1,200 sqft / $5.67 psf(Built)","$6,800"
"Pagoda Street","https://www.srx.com.sg/listings/95578401/for-rent-pagoda-street-pagoda-street","1,200 sqft / $10.00 psf(Built)","$12,000"
"Ang Mo Kio Avenue 1","https://www.srx.com.sg/listings/97027521/for-rent-ang-mo-kio-avenue-1-ang-mo-kio-avenue-1","732 sqft / $8.88 psf(Built)","$6,500"
"Tanjong Pagar Road","https://www.srx.com.sg/listings/97026811/for-rent-tanjong-pagar-road-tanjong-pagar-road","2,170 sqft / $12.00 psf(Built)","$26,040"
"China Street","https://www.srx.com.sg/listings/96480511/for-rent-china-street-china-street","2,422 sqft / $12.00 psf(Built)","$29,064"
"48547","https://www.srx.com.sg/listings/97023701/for-rent-48547-robinson-road","3,035 sqft / $15.00 psf(Built)","$45,525"
"48547","https://www.srx.com.sg/listings/97023691/for-rent-48547-robinson-road","787 sqft / $15.00 psf(Built)","$11,805"
"48547","https://www.srx.com.sg/listings/97023661/for-rent-48547-robinson-road","1,098 sqft / $15.00 psf(Built)","$16,470"
"New Bridge Road","https://www.srx.com.sg/listings/96978511/for-rent-new-bridge-road-new-bridge-road","2,900 sqft / $11.03 psf(Built)","$32,000"
"Trengganu Street","https://www.srx.com.sg/listings/94902431/for-rent-trengganu-street-chinatown-conservation-shop-house","1,000 sqft / $8.00 psf(Built)","$8,000"
"Mosque Street","https://www.srx.com.sg/listings/96237431/for-rent-mosque-street-rarely-available-f-b-space-near-mrt-for-rent","1,200 sqft / $11.67 psf(Built)","$14,000"
"Carpenter Street","https://www.srx.com.sg/listings/96998031/for-rent-carpenter-street-carpenter-street","985 sqft / $6.90 psf(Built)","$6,800"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/96997031/for-rent-kreta-ayer-conservation-area-pagoda-street","1,400 sqft / $12.86 psf(Built)","$18,000"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/96996831/for-rent-kreta-ayer-conservation-area-trengganu-street","1,250 sqft / $7.20 psf(Built)","$9,000"
"Mosque Street","https://www.srx.com.sg/listings/96996781/for-rent-mosque-street-mosque-street","1,250 sqft / $7.20 psf(Built)","$9,000"
"Upper Circular Road","https://www.srx.com.sg/listings/96996521/for-rent-upper-circular-road-upper-circular-road","1,373 sqft / $8.74 psf(Built)","$12,000"
"North Canal Road","https://www.srx.com.sg/listings/96996501/for-rent-north-canal-road-north-canal-road","1,373 sqft / $8.74 psf(Built)","$12,000"
"North Canal Road","https://www.srx.com.sg/listings/96981671/for-rent-north-canal-road-north-canal-road","1,440 sqft / $6.94 psf(Built)","$10,000"
"Tanjong Pagar Conservation Area","https://www.srx.com.sg/listings/96969831/for-rent-tanjong-pagar-conservation-area-tanjong-pagar-road","1,900 sqft / $7.63 psf(Built)","$14,500"
"Mosque Street","https://www.srx.com.sg/listings/96950781/for-rent-mosque-street-mosque-street","1,717 sqft / $11.65 psf(Built)","$20,000"
"Mosque Street","https://www.srx.com.sg/listings/96946991/for-rent-mosque-street-mosque-street","1,700 sqft / $11.76 psf(Built)","$20,000"
"Bukit Merah Lane 1","https://www.srx.com.sg/listings/95618511/for-rent-bukit-merah-lane-1-bukit-merah-lane-1","250 sqft / $15.95 psf(Built)","$3,988"
"Lavender Street","https://www.srx.com.sg/listings/96927241/for-rent-lavender-street-lavender-street","3,450 sqft / $4.93 psf(Built)","$17,000"
"Lavender Street","https://www.srx.com.sg/listings/96927231/for-rent-lavender-street-lavender-street","1,730 sqft / $4.91 psf(Built)","$8,500"
"Neil Road","https://www.srx.com.sg/listings/96883881/for-rent-neil-road-neil-road","1,269 sqft / $3.78 psf(Built)","$4,800"
"Jurong West Street 92","https://www.srx.com.sg/listings/96914391/for-rent-jurong-west-street-92-jurong-west-street-92","500 sqft / $7.60 psf(Built)","$3,800"
"Serangoon Avenue 3","https://www.srx.com.sg/listings/96867501/for-rent-serangoon-avenue-3-serangoon-avenue-3","700 sqft / $11.43 psf(Built)","$8,000"
"Le Regal","https://www.srx.com.sg/listings/95914481/for-rent-le-regal-back-row-full-glass-frontage-ground-floor-retail-c","151 sqft / $8.53 psf(Built)","$1,288"
"Stadium Walk","https://www.srx.com.sg/listings/95119411/for-rent-stadium-walk-beside-mrt","2,042 sqft / $11.75 psf(Built)","$24,000"
"Jalan Bukit Merah","https://www.srx.com.sg/listings/96867481/for-rent-jalan-bukit-merah-hdb-full-shop-near-famous-abc-brickwork-market-f","750 sqft / $9.33 psf(Built)","$7,000"
"Ang Mo Kio Central 2","https://www.srx.com.sg/listings/94947631/for-rent-ang-mo-kio-central-2-rarely-available-best-frontage-prime-2nd-floor-un","2,000 sqft / $10.00 psf(Built)","$20,000"
"Serangoon Avenue 3","https://www.srx.com.sg/listings/96867451/for-rent-serangoon-avenue-3-serangoon-hdb-ground-floor-shophouse","700 sqft / $11.43 psf(Built)","$8,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/96031851/for-rent-telok-ayer-conservation-area-south-bridge-road","3,320 sqft / $7.53 psf(Built)","$25,000"
"Desker Road Conservation Area","https://www.srx.com.sg/listings/94761941/for-rent-desker-road-conservation-area-desker-road","1,070 sqft / $5.51 psf(Built)","$5,900"
"Outram Road","https://www.srx.com.sg/listings/96845351/for-rent-outram-road-retail-shop-take-away-food-outram-road-groundf","1,316 sqft / $8.36 psf(Built)","$11,000"
"Lavender Street","https://www.srx.com.sg/listings/96845341/for-rent-lavender-street-retail-shop-take-away-lavender-shophouse-with-ampl","1,730 sqft / $4.91 psf(Built)","$8,500"
"PETAIN RD/TYRWHITT RD CONSERVATION AREA","https://www.srx.com.sg/listings/96867411/for-rent-petain-rd-tyrwhitt-rd-conservation-area-ground-floor-ktv-pub-selling-with-company-pe-lic","1,280 sqft / $9.77 psf(Built)","$12,500"
"Tanjong Katong Road","https://www.srx.com.sg/listings/96827301/for-rent-tanjong-katong-road-rare-newly-renovated-food-stall-in-katong-coffesho","90 sqft / $24.44 psf(Built)","$2,200"
"Kampong Bahru Road","https://www.srx.com.sg/listings/96825671/for-rent-kampong-bahru-road-f-b-approved-shop-house-for-rent","2,000 sqft / $4.25 psf(Built)","$8,500"
"Kampong Bahru Road","https://www.srx.com.sg/listings/96825681/for-rent-kampong-bahru-road-f-b-space-for-rent-near-singapore-general-hospital","2,600 sqft / $5.58 psf(Built)","$14,500"
"Amoy Street","https://www.srx.com.sg/listings/96825691/for-rent-amoy-street-possible-f-b-unit-for-rent","4,860 sqft / $7.82 psf(Built)","$38,000"
"Blair Plain Conservation Area","https://www.srx.com.sg/listings/96825721/for-rent-blair-plain-conservation-area-whole-shop-house-for-rent","2,000 sqft / $3.75 psf(Built)","$7,500"
"Desker Road Ground floor","https://www.srx.com.sg/listings/96821261/for-rent-desker-road-ground-floor-high-footfall-shop-for-rent","1,300 sqft / $6.54 psf(Built)","$8,500"
"New Bridge Road","https://www.srx.com.sg/listings/96816171/for-rent-new-bridge-road-rare-chinatown-shophouse-in-excellent-location-for","2,900 sqft / $11.03 psf(Built)","$32,000"
"Amoy Street","https://www.srx.com.sg/listings/96851241/for-rent-amoy-street-amoy-street","1,026 sqft / $7.44 psf(Built)","$7,635"
"Amoy Street","https://www.srx.com.sg/listings/96850941/for-rent-amoy-street-amoy-street","1,410 sqft / $7.20 psf(Built)","$10,152"
"Joo Chiat Road","https://www.srx.com.sg/listings/96266941/for-rent-joo-chiat-road-joo-chiat-road","2,290 sqft / $2.62 psf(Built)","$6,000"
"New Bridge Road","https://www.srx.com.sg/listings/96838741/for-rent-new-bridge-road-new-bridge-road","1,373 sqft / $8.74 psf(Built)","$12,000"
"Smith Street","https://www.srx.com.sg/listings/96784911/for-rent-smith-street-centre-zone-near-escalator-food-stall-space-for-re","100 sqft / $32.00 psf(Built)","$3,200"
"Marina Boulevard","https://www.srx.com.sg/listings/96774911/for-rent-marina-boulevard-prime-retail-fnb-space-for-lease","400 sqft / $15.00 psf(Built)","$6,000"
"Balestier Road","https://www.srx.com.sg/listings/96774781/for-rent-balestier-road-spacious-retail-space-along-balestier-road","1,234 sqft / $3.40 psf(Built)","$4,200"
"Jurong West Street 51","https://www.srx.com.sg/listings/96774771/for-rent-jurong-west-street-51-retail-shop-space-at-hong-kah-point","700 sqft / $12.86 psf(Built)","$9,000"
"Sim Lim Square","https://www.srx.com.sg/listings/96771341/for-rent-sim-lim-square-approved-alcohol-license-for-night-club-pub-2-mins","1,496 sqft / $10.03 psf(Built)","$15,000"
"Plus","https://www.srx.com.sg/listings/95076661/for-rent-plus-shop-space-for-lease-at-plus","624 sqft / $18.00 psf(Built)","$11,232"
"Mosque Street","https://www.srx.com.sg/listings/96237341/for-rent-mosque-street-best-priced-shophouse-office-near-mrt-for-rent","3,600 sqft / $6.94 psf(Built)","$25,000"
"King's Arcade","https://www.srx.com.sg/listings/96393351/for-rent-king-s-arcade-bukit-timah-road","2,500 sqft / $6.40 psf(Built)","$16,000"
"Geylang East Avenue 1","https://www.srx.com.sg/listings/95007021/for-rent-geylang-east-avenue-1-f-b-food-stall-for-rent","120 sqft / $33.33 psf(Built)","$4,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95868711/for-rent-telok-ayer-conservation-area-amoy-street","6,100 sqft / $8.19 psf(Built)","$49,988"
"Norris Road","https://www.srx.com.sg/listings/96253671/for-rent-norris-road-norris-road","1,950 sqft / $3.08 psf(Built)","$5,999"
"Lavender Street","https://www.srx.com.sg/listings/96672581/for-rent-lavender-street-rare-2-units-of-f-b-shop-ground-floor-lavender-str","3,450 sqft / $4.93 psf(Built)","$17,000"
"Lavender Street","https://www.srx.com.sg/listings/96672571/for-rent-lavender-street-rare-f-b-shop-lavender-street-shophouse-with-good","1,730 sqft / $4.91 psf(Built)","$8,500"
"Geylang Road","https://www.srx.com.sg/listings/96729331/for-rent-geylang-road-geylang-road","1,527 sqft / $5.89 psf(Built)","$9,000"
"NEWest","https://www.srx.com.sg/listings/96728871/for-rent-newest-west-coast-drive","1,356 sqft / $5.16 psf(Built)","$7,000"
"NEWest","https://www.srx.com.sg/listings/96728841/for-rent-newest-west-coast-drive","2,712 sqft / $5.46 psf(Built)","$14,800"
"Smith Street","https://www.srx.com.sg/listings/96651311/for-rent-smith-street-smith-street","2,500 sqft / $11.60 psf(Built)","$28,989"
"Jalan Besar","https://www.srx.com.sg/listings/96711541/for-rent-jalan-besar-suitable-for-supermarket-beauty","1,200 sqft / $4.00 psf(Built)","$4,800"
"Chai Chee Road","https://www.srx.com.sg/listings/96711351/for-rent-chai-chee-road-convenient-and-renovated","200 sqft / $13.00 psf(Built)","$2,600"
"Furama City Centre Singapore","https://www.srx.com.sg/listings/96707081/for-rent-furama-city-centre-singapore-eu-tong-sen-street","388 sqft / $6.00 psf(Built)","$2,328"
"Furama City Centre Singapore","https://www.srx.com.sg/listings/96707091/for-rent-furama-city-centre-singapore-eu-tong-sen-street","947 sqft / $6.00 psf(Built)","$5,682"
"Furama City Centre Singapore","https://www.srx.com.sg/listings/96707101/for-rent-furama-city-centre-singapore-eu-tong-sen-street","1,173 sqft / $6.00 psf(Built)","$7,038"
"City Gate","https://www.srx.com.sg/listings/96707131/for-rent-city-gate-beach-road","460 sqft / $6.09 psf(Built)","$2,800"
"Amoy Street","https://www.srx.com.sg/listings/96706431/for-rent-amoy-street-amoy-street","900 sqft / $12.00 psf(Built)","$10,800"
"Bugis Point","https://www.srx.com.sg/listings/96667531/for-rent-bugis-point-full-food-and-beverage-unit-for-rental","2,140 sqft / $20.00 psf(Built)","$42,800"
"Upper Cross Street","https://www.srx.com.sg/listings/94476451/for-rent-upper-cross-street-conservation-house-fantastic-place-biz-operation-a","2,200 sqft / $3.64 psf(Built)","$8,000"
"Smith Street","https://www.srx.com.sg/listings/96651151/for-rent-smith-street-smith-street","2,500 sqft / $11.96 psf(Built)","$29,898"
"Thomson Ridge Estate","https://www.srx.com.sg/listings/96348981/for-rent-thomson-ridge-estate-upper-thomson-road","200 sqft / $13.00 psf(Built)","$2,600"
"Grandeur Park Residences","https://www.srx.com.sg/listings/96178141/for-rent-grandeur-park-residences-bedok-south-avenue-3","270 sqft / $22.22 psf(Built)","$6,000"
"Neil Road","https://www.srx.com.sg/listings/96643071/for-rent-neil-road-neil-road","4,350 sqft / $8.05 psf(Built)","$35,000"
"Sago Lane","https://www.srx.com.sg/listings/96642971/for-rent-sago-lane-sago-lane","2,450 sqft / $5.31 psf(Built)","$13,000"
"South Bridge Road","https://www.srx.com.sg/listings/96642221/for-rent-south-bridge-road-south-bridge-road","1,300 sqft / $7.31 psf(Built)","$9,500"
"South Bridge Road","https://www.srx.com.sg/listings/96642181/for-rent-south-bridge-road-south-bridge-road","2,000 sqft / $12.95 psf(Built)","$25,898"
"South Bridge Road","https://www.srx.com.sg/listings/96642131/for-rent-south-bridge-road-south-bridge-road","12,000 sqft / $4.16 psf(Built)","$49,959"
"Serangoon Avenue 3","https://www.srx.com.sg/listings/95134841/for-rent-serangoon-avenue-3-serangoon-avenue-3","190 sqft / $18.42 psf(Built)","$3,500"
"Balestier Road","https://www.srx.com.sg/listings/94237281/for-rent-balestier-road-call-now-to-enquire","1,625 sqft / $4.73 psf(Built)","$7,688"
"Upper East Coast Road","https://www.srx.com.sg/listings/96170341/for-rent-upper-east-coast-road-upper-east-coast-road","2,530 sqft / $4.74 psf(Built)","$12,000"
"Keong Saik Road","https://www.srx.com.sg/listings/96562991/for-rent-keong-saik-road-rare-groundfloor-f-b-space-for-rent-in-prime-dist","2,390 sqft / $13.39 psf(Built)","$32,000"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95830591/for-rent-telok-ayer-conservation-area-amoy-street","4,340 sqft / $8.06 psf(Built)","$35,000"
"Ang Mo Kio Avenue 10","https://www.srx.com.sg/listings/96518501/for-rent-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10","1,900 sqft / $4.47 psf(Built)","$8,500"
"North Bridge Road","https://www.srx.com.sg/listings/96551101/for-rent-north-bridge-road-excellent-f-b-location-with-increasing-prominence","2,140 sqft / $19.07 psf(Built)","$40,800"
"Ang Mo Kio Avenue 10","https://www.srx.com.sg/listings/96517931/for-rent-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10","1,900 sqft / $4.47 psf(Built)","$8,500"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/95853331/for-rent-telok-ayer-conservation-area-fully-renovated-yoga-studio-with-f-n-b-takeaway-fo","2,300 sqft / $5.65 psf(Built)","$13,000"
"Club Street","https://www.srx.com.sg/listings/95853341/for-rent-club-street-beautiful-shophouse-for-lease-at-club-street","1,300 sqft / $8.46 psf(Built)","$11,000"
"Lucky Plaza","https://www.srx.com.sg/listings/95853381/for-rent-lucky-plaza-pub-for-takeover-at-lucky-plaza","1,000 sqft / $9.00 psf(Built)","$9,000"
"Circular Road","https://www.srx.com.sg/listings/95853421/for-rent-circular-road-rare-unit-with-balcony","1,000 sqft / $5.20 psf(Built)","$5,200"
"South Bridge Road","https://www.srx.com.sg/listings/96493031/for-rent-south-bridge-road-excellent-frontage-faces-main-road-corner-shop","1,170 sqft / $11.97 psf(Built)","$14,000"
"Neil Road","https://www.srx.com.sg/listings/96495351/for-rent-neil-road-neil-road","4,350 sqft / $8.05 psf(Built)","$35,000"
"Sago Street","https://www.srx.com.sg/listings/96495341/for-rent-sago-street-sago-street","2,450 sqft / $5.31 psf(Built)","$13,000"
"Smith Street","https://www.srx.com.sg/listings/94834111/for-rent-smith-street-smith-street-restaurant","2,056 sqft / $13.62 psf(Built)","$28,000"
"Smith Street","https://www.srx.com.sg/listings/94834121/for-rent-smith-street-f-b-along-smith-street","3,559 sqft / $9.83 psf(Built)","$35,000"
"Bukit Batok East Avenue 4","https://www.srx.com.sg/listings/96448021/for-rent-bukit-batok-east-avenue-4-bukit-batok-east-avenue-4","1,250 sqft / $7.04 psf(Built)","$8,800"
"Serangoon Road","https://www.srx.com.sg/listings/95311011/for-rent-serangoon-road-serangoon-road","1,765 sqft / $9.63 psf(Built)","$17,000"
"Little India Conservation Area","https://www.srx.com.sg/listings/94677791/for-rent-little-india-conservation-area-kerbau-road-serangoon-road-ground-floor-renovate","850 sqft / $8.82 psf(Built)","$7,500"
"Grandeur Park Residences","https://www.srx.com.sg/listings/96473131/for-rent-grandeur-park-residences-bedok-south-avenue-3","270 sqft / $22.22 psf(Built)","$6,000"
"Dunlop st","https://www.srx.com.sg/listings/96434441/for-rent-dunlop-st-corner-f-b-shophouse-at-dunlop-best-junction","2,300 sqft / $6.52 psf(Built)","$15,000"
"Changi Road","https://www.srx.com.sg/listings/96432341/for-rent-changi-road-2-storey-shop-along-changi-road-300m-walk-to-kemb","2,500 sqft / $2.80 psf(Built)","$7,000"
"Circular Road","https://www.srx.com.sg/listings/96424311/for-rent-circular-road-circular-road","3,617 sqft / $4.42 psf(Built)","$16,000"
"Desker road","https://www.srx.com.sg/listings/96422371/for-rent-desker-road-high-human-traffic-crowd-available-for-immediate-l","1,315 sqft / $7.60 psf(Built)","$10,000"
"Kampong glam","https://www.srx.com.sg/listings/96417901/for-rent-kampong-glam-conservation-shop-for-rent","1,400 sqft / $9.86 psf(Built)","$13,800"
"Upper Cross Street","https://www.srx.com.sg/listings/93901591/for-rent-upper-cross-street-high-human-traffic-1st-level-hdb-partial-shop-for","180 sqft / $15.28 psf(Built)","$2,750"
"Trengganu Street","https://www.srx.com.sg/listings/96106131/for-rent-trengganu-street-trengganu-street","1,000 sqft / $11.00 psf(Built)","$11,000"
"24 Duxton Road","https://www.srx.com.sg/listings/96400631/for-rent-24-duxton-road-rare-corner-shophouse-for-rent-lots-of-parking-s","1,490 sqft / $11.01 psf(Built)","$16,400"
"Shamrock Park","https://www.srx.com.sg/listings/95523311/for-rent-shamrock-park-rare-shophouse-residential-for-rent","1,300 sqft / $4.23 psf(Built)","$5,500"
"Jurong West Street 51","https://www.srx.com.sg/listings/96426531/for-rent-jurong-west-street-51-jurong-west-street-51","1,500 sqft / $12.00 psf(Built)","$18,000"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/96390791/for-rent-boat-quay-conservation-area-boat-quay-conservation-area","2,539 sqft / $9.21 psf(Built)","$23,380"
"South Bridge Road","https://www.srx.com.sg/listings/96390731/for-rent-south-bridge-road-ground-floor-spa-renovated-for-immediate-lease-app","1,495 sqft / $14.72 psf(Built)","$22,000"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/96390781/for-rent-boat-quay-conservation-area-3-storey-f-b-approved-fully-fitted-and-ready-for-i","2,539 sqft / $9.21 psf(Built)","$23,380"
"South Bridge Road","https://www.srx.com.sg/listings/96390741/for-rent-south-bridge-road-ground-floor-spa-renovated-for-immediate-lease-app","1,495 sqft / $14.72 psf(Built)","$22,000"
"Circular Road","https://www.srx.com.sg/listings/95620711/for-rent-circular-road-circular-road","1,313 sqft / $4.80 psf(Built)","$6,300"
"Hougang Street 11","https://www.srx.com.sg/listings/96348821/for-rent-hougang-street-11-rare-shops-in-huge-condo-no-gst","3,165 sqft / $7.58 psf(Built)","$24,000"
"Hougang Street 11","https://www.srx.com.sg/listings/96348811/for-rent-hougang-street-11-rare-shop-in-huge-condo-no-gst-customise-the-siz","291 sqft / $8.50 psf(Built)","$2,473"
"South Bridge Road","https://www.srx.com.sg/listings/96377741/for-rent-south-bridge-road-south-bridge-road","3,218 sqft / $9.32 psf(Built)","$30,000"
"Geylang Road","https://www.srx.com.sg/listings/96318371/for-rent-geylang-road-strategic-unit-at-popular-supper-haven","120 sqft / $25.00 psf(Built)","$3,000"
"Malacca Street","https://www.srx.com.sg/listings/96318071/for-rent-malacca-street-retail-space-for-rent-raffles-place","1,850 sqft / $9.73 psf(Built)","$18,000"
"Boat Quay","https://www.srx.com.sg/listings/96317921/for-rent-boat-quay-for-rent-shop-yoga-fitness-gym","2,400 sqft / $4.58 psf(Built)","$11,000"
"Kampong Bahru Road","https://www.srx.com.sg/listings/96317761/for-rent-kampong-bahru-road-for-rent-f-b","1,100 sqft / $6.36 psf(Built)","$7,000"
"North Bridge Road","https://www.srx.com.sg/listings/95851371/for-rent-north-bridge-road-rare-retail-space-for-lease","2,000 sqft / $10.00 psf(Built)","$20,000"
"Orchard Towers","https://www.srx.com.sg/listings/96304521/for-rent-orchard-towers-orchard-towers-shop-space-for-rent","130 sqft / $19.23 psf(Built)","$2,500"
"Hougang Avenue 1","https://www.srx.com.sg/listings/96304511/for-rent-hougang-avenue-1-blk-106-hougang-shophouse-for-rent","1,400 sqft / $10.00 psf(Built)","$14,000"
"Neil Road","https://www.srx.com.sg/listings/96326001/for-rent-neil-road-f-b-approved","1,250 sqft / $7.20 psf(Built)","$9,000"
"Neil Road","https://www.srx.com.sg/listings/96326011/for-rent-neil-road-shophouse","2,500 sqft / $3.60 psf(Built)","$9,000"
"Simon Road","https://www.srx.com.sg/listings/96322561/for-rent-simon-road-simon-road","730 sqft / $7.95 psf(Built)","$5,800"
"Telok Kurau Road","https://www.srx.com.sg/listings/96316851/for-rent-telok-kurau-road-telok-kurau-road","1,000 sqft / $4.50 psf(Built)","$4,500"
"Little India Conservation Area","https://www.srx.com.sg/listings/96307901/for-rent-little-india-conservation-area-upper-dickson-road","3,000 sqft / $4.96 psf(Built)","$14,888"
"Telok Ayer MRT","https://www.srx.com.sg/listings/95687721/for-rent-telok-ayer-mrt-cross-street","5,490 sqft / $6.50 psf(Built)","$35,688"
"Jalan kayu","https://www.srx.com.sg/listings/96264411/for-rent-jalan-kayu-jalan-kayu","1,900 sqft / $7.89 psf(Built)","$15,000"
"Telok Blangah Road","https://www.srx.com.sg/listings/96256741/for-rent-telok-blangah-road-dont-miss-this-unit","237 sqft / $7.59 psf(Built)","$1,800"
"Amoy Street","https://www.srx.com.sg/listings/96202711/for-rent-amoy-street-amoy-street","1,692 sqft / $11.10 psf(Built)","$18,785"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/96272881/for-rent-telok-ayer-conservation-area-telok-ayer-street","1,685 sqft / $9.50 psf(Built)","$16,000"
"Pagoda Street","https://www.srx.com.sg/listings/96237141/for-rent-pagoda-street-pagoda-street","390 sqft / $23.08 psf(Built)","$9,000"
"The Central","https://www.srx.com.sg/listings/95776811/for-rent-the-central-eu-tong-sen-street","1,375 sqft / $8.72 psf(Built)","$11,988"
"Wallich Street","https://www.srx.com.sg/listings/96175631/for-rent-wallich-street-fine-dining-restaurant-space-for-rent","2,787 sqft / $12.00 psf(Built)","$33,444"
"Bedok Reservoir Road","https://www.srx.com.sg/listings/96163531/for-rent-bedok-reservoir-road-call-jasmine-92319885-for-viewing","360 sqft / $12.50 psf(Built)","$4,500"
"Bedok South Avenue 3","https://www.srx.com.sg/listings/95840131/for-rent-bedok-south-avenue-3-approved-f-b-of-combined-2-units-of-size-about-270","562 sqft / $19.57 psf(Built)","$11,000"
"Tanjong Pagar Plaza","https://www.srx.com.sg/listings/96158141/for-rent-tanjong-pagar-plaza-suitable-for-services-trade-partial-fitted","450 sqft / $6.44 psf(Built)","$2,900"
"Geylang Road","https://www.srx.com.sg/listings/96158121/for-rent-geylang-road-ground-shop-2-visible-and-good-crowd","1,230 sqft / $6.91 psf(Built)","$8,500"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/96147581/for-rent-boat-quay-conservation-area-rare-spa-allowed-shop-house-at-south-bridge-road","3,418 sqft / $9.36 psf(Built)","$32,000"
"Armenian Street","https://www.srx.com.sg/listings/96147321/for-rent-armenian-street-raw-gem-in-city-hall-3056sqf-1668sqf-1388sqf-un","3,056 sqft / $7.79 psf(Built)","$23,800"
"Bussorah Street","https://www.srx.com.sg/listings/96140541/for-rent-bussorah-street-ground-floor-fitted-f-b-space-beach-rd-kampong-gl","2,200 sqft / $13.64 psf(Built)","$30,000"
"Bukit Pasoh Conservation Area","https://www.srx.com.sg/listings/96136951/for-rent-bukit-pasoh-conservation-area-bukit-pasoh-conservation-area","1,400 sqft / $20.00 psf(Built)","$28,000"
"Hongkong Street","https://www.srx.com.sg/listings/96124571/for-rent-hongkong-street-5-storey-shophouse-with-approx-7-500sqft-for-rent","7,500 sqft / $4.00 psf(Built)","$30,000"
"North Bridge Road","https://www.srx.com.sg/listings/96119681/for-rent-north-bridge-road-bugis-point-fnb-for-rent","2,140 sqft / $20.00 psf(Built)","$42,800"
"Lorong 8 Toa Payoh","https://www.srx.com.sg/listings/96119741/for-rent-lorong-8-toa-payoh-blk-233-toa-payoh-shop-for-rent","300 sqft / $7.33 psf(Built)","$2,200"
"Yishun Avenue 11","https://www.srx.com.sg/listings/96119751/for-rent-yishun-avenue-11-blk-415-yishun-shop-space-for-rent","500 sqft / $32.00 psf(Built)","$16,000"
"North Bridge Road","https://www.srx.com.sg/listings/96097361/for-rent-north-bridge-road-bugis-point-f-b-for-rent-excellent-location-and-he","2,140 sqft / $18.69 psf(Built)","$40,000"
"Telok Kurau Road","https://www.srx.com.sg/listings/96083611/for-rent-telok-kurau-road-2-storey-cafe-for-takeover-beautiful-renovated-alo","1,750 sqft / $4.29 psf(Built)","$7,500"
"Club Street","https://www.srx.com.sg/listings/96127151/for-rent-club-street-club-street","1,900 sqft / $4.21 psf(Built)","$8,000"
